task_id,category,experiment,events,output_mib,events_per_second,elapsed_seconds,validation_seconds,peak_rss_mib,klm_nodes,unique_event_uids
480,ssbar,e1004,5000,44.24248504638672,40.46045510914556,123.57745325681753,12.917596322949976,517.00390625,12629,5000
481,taupair,e1004,5000,24.9672269821167,108.80463397260013,45.95392509899102,3.249869184801355,471.453125,7090,5000
482,uubar,e1004,5000,42.70844268798828,72.46972435099316,68.99432893912308,5.280027051921934,521.78515625,11102,5000
483,ccbar,e1004,5000,57.59067249298096,29.747485973268624,168.08143062889576,17.91564315999858,747.328125,11868,5000
484,charged,e1004,5000,76.03534317016602,44.905999594616915,111.3436967250891,8.737777333008125,615.34375,10386,5000
485,ddbar,e1004,5000,42.19331741333008,64.66889314091702,77.31692560602096,5.145518625999102,536.97265625,10939,5000
486,mixed,e1004,5000,76.5871057510376,23.97159899521817,208.58016192400828,20.566665596037637,606.13671875,10516,5000
487,ssbar,e1004,5000,44.627976417541504,71.73413508469761,69.70182318496518,5.54981424799189,541.5390625,12557,5000
488,taupair,e1004,5000,24.987565994262695,63.940071492075745,78.19822348211892,5.7748749940656126,396.44140625,7127,5000
489,uubar,e1004,5000,42.4864387512207,73.21853770101136,68.28871699701995,5.323482852894813,514.56640625,11150,5000
490,ccbar,e1004,5000,57.60096263885498,33.19357811287673,150.63154634903185,12.906020083930343,692.10546875,12091,5000
491,charged,e1004,5000,76.56263160705566,24.397412360262784,204.93976681493223,19.95029125502333,665.33984375,10562,5000
492,ddbar,e1004,5000,42.10569477081299,74.29338737985756,67.30074070300907,5.224003037001239,567.30859375,11105,5000
493,mixed,e1004,5000,77.16921520233154,44.64766257635217,111.98794542602263,8.373389499960467,633.10546875,10672,5000
494,ssbar,e1004,5000,44.60771560668945,36.45558614020615,137.1531918529654,13.140138859977014,543.03125,12487,5000
495,taupair,e1004,5000,25.038660049438477,108.11206013848532,46.24830933380872,3.2307861719746143,464.0859375,7287,5000
496,uubar,e1004,5000,42.51143455505371,74.25818825609741,67.33264192705974,5.310387236066163,548.15234375,11141,5000
497,ccbar,e1004,5000,57.772626876831055,33.815857464285585,147.85962488991208,11.724477699026465,573.625,11835,5000
498,charged,e1004,5000,76.57016181945801,24.09666439608234,207.4975987470243,21.841845436953008,608.1875,10665,5000
499,ddbar,e1004,5000,42.25496768951416,73.69920941742015,67.84333291393705,5.329366894904524,500.5234375,11070,5000
500,mixed,e1004,5000,77.00791358947754,44.91445574547008,111.32273378386162,8.499504969920963,621.9453125,10653,5000
501,ssbar,e1004,5000,44.64250946044922,69.78347013165713,71.65020585199818,5.443227926996769,551.70703125,12675,5000
502,taupair,e1004,5000,24.94306755065918,109.5739100905893,45.631300332956016,3.3130934999790043,459.46875,7294,5000
503,uubar,e1004,5000,42.263858795166016,75.39723094286164,66.31543277483433,5.1356009361334145,521.19921875,10844,5000
504,ccbar,e1004,5000,57.44074630737305,59.72486619145119,83.7172239779029,6.79734103102237,662.86328125,12149,5000
505,charged,e1004,5000,76.50462913513184,25.52811253018147,195.86250233300962,13.614151417044923,619.8984375,10631,5000
506,ddbar,e1004,5000,42.37075901031494,41.99074372473302,119.07386143901385,7.931706116069108,481.0234375,11168,5000
507,mixed,e1004,5000,76.97122573852539,44.267912562095624,112.94862826401368,8.797938111936674,643.375,10601,5000
508,ssbar,e1004,5000,44.62708282470703,70.6849828060541,70.73638277198188,5.4041713029146194,531.60546875,12502,5000
509,taupair,e1004,5000,24.815199851989746,106.6050799351414,46.902080117026344,3.2416884859558195,445.50390625,7201,5000
510,uubar,e1004,5000,42.604994773864746,73.66304419314947,67.87664092308842,5.2056043210905045,537.81640625,11065,5000
511,ccbar,e1004,5000,57.51065635681152,58.84528461119878,84.96857535885647,6.99367915908806,660.35546875,11934,5000
512,charged,e1004,5000,76.38709545135498,45.33131275762473,110.29903384298086,8.519485282013193,630.15234375,10459,5000
513,ddbar,e1004,5000,42.28506851196289,72.39718670329654,69.06345712702023,5.362100654980168,569.1953125,11206,5000
514,mixed,e1004,5000,76.85532188415527,44.08219513647118,113.42447862500558,8.641069787991,660.17578125,10471,5000
515,ssbar,e1004,5000,44.526705741882324,70.62550164168984,70.79595732101006,5.4601683860237245,549.10546875,12666,5000
516,taupair,e1004,5000,24.91101837158203,64.14901396950425,77.9435207278002,5.519429174019024,412.38671875,7387,5000
517,uubar,e1004,5000,42.58832263946533,46.021902512301764,108.64392228599172,8.127994957001647,549.13671875,11085,5000
518,ccbar,e1004,5000,57.72119998931885,58.37501980592204,85.65307586401468,6.860042551998049,598.0546875,11986,5000
519,charged,e1004,5000,76.76191425323486,26.74599533048198,186.94387470791116,16.626594733912498,610.25,10440,5000
520,ddbar,e1004,5000,42.376646995544434,37.61793980739476,132.9153065159917,11.867708372999914,532.47265625,11040,5000
521,mixed,e1004,5000,77.05323791503906,44.969488843703274,111.18649841402657,8.652663085842505,662.5859375,10573,5000
522,ssbar,e1004,5000,44.75831699371338,70.42663204656637,70.9958698109258,5.583585564047098,555.4921875,12716,5000
523,taupair,e1004,5000,25.062947273254395,107.04421997707288,46.70966822002083,3.304539314005524,477.31640625,7294,5000
524,uubar,e1004,5000,42.47135543823242,72.11133386774458,69.33722803089768,5.29935671784915,523.5234375,11105,5000
525,ccbar,e1004,5000,57.35032081604004,37.28046601657317,134.11849513300695,10.018145715992432,707.5234375,12031,5000
526,charged,e1004,5000,76.89319610595703,25.40554600034579,196.80742149497382,14.348001441918314,568.26171875,10544,5000
527,ddbar,e1004,5000,42.63614559173584,43.76582282818687,114.24439612682909,9.217950833961368,540.82421875,11176,5000
528,mixed,e1004,5000,77.1249828338623,23.96109440811641,208.67160384403542,17.940469541121274,636.41796875,10616,5000
529,ssbar,e1004,5000,44.43784141540527,35.20651695649946,142.0191610030015,11.948859955999069,583.94140625,12786,5000
530,taupair,e1004,5000,24.952110290527344,54.653553100803784,91.48536035302095,8.285017393995076,485.83984375,7386,5000
531,uubar,e1004,5000,42.53653335571289,35.753813738174074,139.84522145288065,11.579395136097446,569.0546875,10761,5000
532,ccbar,e1004,5000,57.35811424255371,35.22868712439011,141.92978530097753,12.510847536148503,673.78125,11878,5000
533,charged,e1004,5000,76.51835346221924,21.46141939707018,232.97620290121995,20.508890204131603,721.109375,10518,5000
534,ddbar,e1004,5000,42.14879512786865,47.60632799755633,105.02805425901897,7.460467515978962,535.51953125,10995,5000
535,mixed,e1004,5000,76.74317264556885,25.650795152951297,194.92573115904815,15.581472751917318,624.77734375,10706,5000
536,ssbar,e1004,5000,44.41483402252197,40.87530508155194,122.32324602897279,10.46684636711143,564.015625,12476,5000
537,taupair,e1004,5000,24.961853981018066,54.575256617206456,91.61660997895524,8.77719470881857,461.33984375,7255,5000
538,uubar,e1004,5000,42.45791149139404,74.2866268105014,67.30686551099643,5.205498395953327,528.15625,10940,5000
539,ccbar,e1004,5000,57.491421699523926,57.64318032902635,86.74052978097461,7.110715076094493,696.0078125,11961,5000
540,charged,e1004,5000,77.07744407653809,18.981385571534474,263.41596513893455,20.375637457938865,564.3828125,10572,5000
541,ddbar,e1004,5000,42.27108669281006,74.39749528194163,67.20656362222508,5.133520749863237,544.0703125,11051,5000
542,mixed,e1004,5000,77.44558143615723,44.628543557965365,112.0359214390628,8.62851534015499,676.92578125,10721,5000
543,ssbar,e1004,5000,44.223745346069336,72.09999739513937,69.34813010599464,5.412901588017121,552.06640625,12448,5000
544,taupair,e1004,5000,24.885404586791992,105.54633630228271,47.37255858583376,3.346296370960772,445.87890625,7329,5000
545,uubar,e1004,5000,42.4791955947876,33.427377036543554,149.57799394591711,11.641720759915188,447.21875,11003,5000
546,ccbar,e1004,5000,57.68493366241455,59.026118668052355,84.70826327102259,6.932999180164188,599.171875,11880,5000
547,charged,e1004,5000,76.66327953338623,44.526864602463256,112.29176014615223,8.894309369148687,640.953125,10432,5000
548,ddbar,e1004,5000,42.36086463928223,74.04562938293475,67.52593018207699,5.317251248983666,545.06640625,11016,5000
549,mixed,e1004,5000,76.54522705078125,43.32581788519029,115.40463040419854,8.707633084151894,619.3984375,10550,5000
550,ssbar,e1004,5000,44.72548007965088,70.55292642079797,70.86878253892064,5.606150344014168,566.015625,12776,5000
551,taupair,e1004,5000,25.000051498413086,107.60960668427082,46.464253090991406,3.2808896049973555,483.58984375,7344,5000
552,uubar,e1004,5000,42.78128910064697,28.503370405141688,175.4178516060001,12.130452240000523,530.546875,11091,5000
553,ccbar,e1004,5000,57.40322208404541,34.80410670955849,143.66120761912316,10.534639703808352,558.171875,11999,5000
554,charged,e1004,5000,76.94630813598633,26.974171245782976,185.3625067640096,23.957571734907106,647.78125,10531,5000
555,ddbar,e1004,5000,42.29838943481445,74.14592938312917,67.4345853049308,5.199609691044316,546.19140625,11057,5000
556,mixed,e1004,5000,77.16060638427734,27.529443917166443,181.6237194999121,14.047449982026592,619.2421875,10556,5000
557,ssbar,e1004,5000,44.2086877822876,42.21040762361942,118.45419841911644,12.113739666994661,545.48828125,12650,5000
558,taupair,e1004,5000,24.934490203857422,55.25736412944623,90.48567695496604,7.790925940964371,454.9296875,7325,5000
559,uubar,e1004,5000,42.15635585784912,38.41946914870972,130.14234998007305,15.155261954059824,535.41796875,11070,5000
560,ccbar,e1004,5000,57.42842197418213,30.75634039347874,162.56810582900653,18.097900091961492,674.76953125,12104,5000
561,charged,e1004,5000,76.55553150177002,44.67335274938492,111.92354484897805,8.58656346600037,664.58984375,10621,5000
562,ddbar,e1004,5000,42.31640625,74.0234707687158,67.54614378488623,5.2350220419466496,539.9765625,11160,5000
563,mixed,e1004,5000,76.80764770507812,17.745020192827777,281.76919190099943,19.33814404899931,664.5546875,10716,5000
564,ssbar,e1004,5000,44.78892421722412,69.61213604159026,71.82655617711134,5.669765676138923,546.9765625,12685,5000
565,taupair,e1004,5000,24.994736671447754,63.06689666280111,79.28089480497874,5.012912950012833,422.0234375,7238,5000
566,uubar,e1004,5000,42.35630130767822,40.00962417492496,124.96993168792687,9.328244707081467,562.21875,10983,5000
567,ccbar,e1004,5000,57.56080150604248,54.8401637494124,91.17405306897126,6.771927439142019,634.33984375,12137,5000
568,charged,e1004,5000,76.55554580688477,44.933709386389,111.2750331161078,8.520499035017565,679.484375,10503,5000
569,ddbar,e1004,5000,42.10758972167969,47.95327804217946,104.26815859391354,7.303076120093465,511.125,10967,5000
570,mixed,e1004,5000,77.4616813659668,42.66816590266119,117.18338237004355,8.471883913967758,644.87109375,10637,5000
571,ssbar,e1004,5000,44.384732246398926,69.85013231796128,71.58182574715465,5.556274253875017,541.96875,12409,5000
572,taupair,e1004,5000,25.148184776306152,52.561422738294716,95.12680097902194,7.1659532389603555,510.2890625,7377,5000
573,uubar,e1004,5000,42.84995079040527,73.34087953396465,68.17480280809104,5.352233531884849,569.84765625,11074,5000
574,ccbar,e1004,5000,57.55721473693848,59.69362151527131,83.76104302401654,6.935887359082699,644.375,12000,5000
575,charged,e1004,5000,76.73486423492432,45.27282390040109,110.44153134780936,8.426697354996577,619.79296875,10600,5000
576,ddbar,e1004,5000,42.30701923370361,74.85116071052882,66.79923133505508,5.073504640022293,528.2890625,11011,5000
577,mixed,e1004,5000,76.82351589202881,44.74059099046175,111.75534094008617,8.40927037387155,664.51171875,10686,5000
578,ssbar,e1004,5000,44.785465240478516,45.02523212682593,111.04884447716177,8.998069658875465,535.05078125,12773,5000
579,taupair,e1004,5000,25.01076602935791,106.10662830660644,47.12240959680639,3.2820757168810815,457.2734375,7310,5000
580,uubar,e1004,5000,42.56963634490967,73.59245663985723,67.94174604699947,5.2798332560341805,530.9921875,11046,5000
581,ccbar,e1004,5000,57.422574043273926,59.66092844944285,83.80694249900989,7.028055773116648,646.36328125,11954,5000
582,charged,e1004,5000,76.45736312866211,44.850715250205916,111.48094232403673,8.783084410009906,654.33984375,10367,5000
583,ddbar,e1004,5000,42.328033447265625,73.55518462854411,67.97617360693403,5.282119728159159,533.99609375,11131,5000
584,mixed,e1004,5000,77.32189083099365,22.39132794662331,223.30073553114198,21.124798009870574,700.58203125,10641,5000
585,ssbar,e1004,5000,44.70537281036377,40.71938915572992,122.79162589786574,10.366819999180734,578.0234375,12597,5000
586,taupair,e1004,5000,24.921292304992676,59.55589786159682,83.95474133593962,6.400606444105506,471.8203125,7079,5000
587,uubar,e1004,5000,42.40040588378906,36.15987653779215,138.27480839914642,11.76758357300423,522.8984375,11110,5000
588,ccbar,e1004,5000,57.49155235290527,36.953269767105745,135.3060238379985,13.239180244971067,675.359375,11960,5000
589,charged,e1004,5000,76.28979015350342,24.91506778162936,200.68177392985672,17.26622122898698,672.2265625,10567,5000
590,ddbar,e1004,5000,42.494956970214844,38.97681497929044,128.2813899149187,10.418137804139405,547.8828125,11283,5000
591,mixed,e1004,5000,77.6302261352539,26.98143409618302,185.31261096708477,15.803471146151423,654.26171875,10514,5000
592,ssbar,e1004,5000,44.64047431945801,38.15118506202899,131.057527882047,11.120717480080202,544.41015625,12529,5000
593,taupair,e1004,5000,25.056103706359863,58.49605457692621,85.47585022891872,7.857253998052329,494.75390625,7134,5000
594,uubar,e1004,5000,42.79176712036133,38.38006801240089,130.27595465397462,10.871925479965284,578.33203125,11034,5000
595,ccbar,e1004,5000,57.41405773162842,59.42921526163605,84.13370390282944,6.77927092788741,655.7890625,12069,5000
596,charged,e1004,5000,76.69937896728516,40.91442556052562,122.20628620591015,11.412509493995458,624.79296875,10607,5000
597,ddbar,e1004,5000,42.702284812927246,49.17747576313116,101.67256294493563,7.528441876871511,496.62109375,11170,5000
598,mixed,e1004,5000,77.07420825958252,19.474855072305143,256.7413200989831,18.288864718051627,697.19921875,10505,5000
599,ssbar,e1004,5000,44.33659267425537,70.9993315870916,70.42319819401018,5.376956412103027,531.8046875,12552,5000
600,taupair,e1004,5000,25.029315948486328,72.01316360190108,69.43175038998015,4.901778066996485,415.80859375,7288,5000
601,uubar,e1004,5000,42.00178337097168,67.01151234171873,74.61404503905214,6.759535901946947,516.65234375,10986,5000
602,ccbar,e1004,5000,57.26496601104736,22.550155928404127,221.72795682099968,15.606032529000004,624.08984375,12098,5000
603,charged,e1004,5000,76.65356540679932,35.75469985479023,139.84175563789904,11.314971396932378,602.23828125,10382,5000
604,ddbar,e1004,5000,42.40822505950928,39.44579742719374,126.7562155189953,9.215834120986983,541.73046875,11348,5000
605,mixed,e1004,5000,77.2986421585083,24.74706562891153,202.04415646591224,17.402906581992283,635.1328125,10565,5000
606,taupair,e1004,5000,25.05530834197998,100.45138507333462,49.77532162796706,4.058596819872037,470.62109375,7365,5000
607,uubar,e1004,5000,42.42621898651123,38.99136700277068,128.23351383511908,11.522271465044469,553.8828125,11182,5000
608,ccbar,e1004,5000,57.55380058288574,51.63690350530632,96.82997353794053,8.800840280018747,609.6484375,11997,5000
609,charged,e1004,5000,76.31825256347656,38.053477063125634,131.39403770398349,10.937631316948682,601.37109375,10548,5000
610,ddbar,e1004,5000,42.15132999420166,73.71293404250845,67.83070115098963,5.286895104974974,553.8359375,11118,5000
611,mixed,e1004,5000,77.11797523498535,44.5984843626624,112.11143319000257,8.60759444400901,649.76171875,10650,5000
612,taupair,e1004,5000,25.191720008850098,95.52877711370301,52.340249201020924,3.3083071619912516,471.26953125,7420,5000
613,uubar,e1004,5000,42.908447265625,73.03604015941318,68.45935224700952,5.241448966000462,547.7265625,11070,5000
614,ccbar,e1004,5000,57.40958118438721,49.14958807523573,101.73025239491835,8.521087567089126,626.0234375,12067,5000
615,charged,e1004,5000,76.08382511138916,44.357388660273145,112.7207924319955,8.638083821017062,721.53125,10567,5000
616,ddbar,e1004,5000,42.283063888549805,75.00848295258815,66.65912711713463,4.997280532028526,541.46484375,11042,5000
617,mixed,e1004,5000,77.0697603225708,26.72283262305282,187.10591315408237,17.702791560906917,607.52734375,10731,5000
618,taupair,e1004,5000,24.993258476257324,33.77065785012772,148.05752443999518,9.25230480999744,474.12890625,7294,5000
619,uubar,e1004,5000,42.40619087219238,40.646213486971405,123.01268853992224,16.471951354062185,513.5546875,11137,5000
620,ccbar,e1004,5000,57.367422103881836,32.14865426008356,155.52750542992726,12.689310759073123,770.3828125,11964,5000
621,charged,e1004,5000,76.33788394927979,12.698247948586499,393.7551085979994,25.36997035099921,633.5234375,10401,5000
622,ddbar,e1004,5000,42.38377094268799,73.81558886493451,67.73636946998886,5.169271772989305,558.57421875,10943,5000
623,mixed,e1004,5000,77.2426872253418,34.06136330484432,146.79388946504332,11.378113724058494,619.64453125,10442,5000
624,taupair,e1004,5000,24.84255313873291,57.28832834485027,87.27781285399396,6.290657245001057,472.17578125,7269,5000
625,uubar,e1004,5000,42.53628730773926,28.649670447337293,174.5220772850007,12.58751217200006,553.484375,10860,5000
626,ccbar,e1004,5000,57.57897663116455,22.898901548485444,218.35108506899996,15.803987561999747,594.65234375,11937,5000
627,charged,e1004,5000,76.63879680633545,22.973566255635514,217.64143817999866,19.4311599030043,764.69921875,10686,5000
628,ddbar,e1004,5000,42.43484401702881,37.08032287747152,134.8424072930011,9.52661305699985,543.9765625,10974,5000
629,mixed,e1004,5000,76.85265350341797,43.96655445753691,113.72280729500926,8.777627492992906,656.2734375,10692,5000
630,taupair,e1004,5000,25.006132125854492,106.46561347492609,46.96352030299022,3.2941443559830077,494.5390625,7285,5000
631,uubar,e1004,5000,42.56494331359863,42.75885815271352,116.93483446500068,8.879366253000626,547.6875,11268,5000
632,ccbar,e1004,5000,57.417531967163086,22.685722474079764,220.40294311600155,15.61996160200033,595.69140625,11932,5000
633,charged,e1004,5000,76.57749271392822,28.01920993675312,178.44900021400827,13.472789207997266,738.33203125,10547,5000
634,mixed,e1004,5000,77.23945426940918,17.767803124014844,281.40789072803454,19.238803231040947,634.01171875,10583,5000
635,taupair,e1004,5000,24.914478302001953,108.39774987932883,46.126418727013515,3.32674344201223,450.0703125,7252,5000
636,uubar,e1004,5000,42.640774726867676,45.786994636243,109.20131447199674,8.304324097989593,538.25,11149,5000
637,ccbar,e1004,5000,57.66704177856445,22.73826104370084,219.89368449902395,16.013340839999728,618.9375,11949,5000
638,charged,e1004,5000,76.38771724700928,25.855224556727585,193.38451263611205,17.948781380895525,668.93359375,10615,5000
639,mixed,e1004,5000,77.1614818572998,44.46163225744328,112.45651016698685,8.503451033000601,672.37890625,10523,5000
640,taupair,e1004,5000,24.97110366821289,108.7663449118265,45.97010227799183,3.2412858289899305,490.9375,7135,5000
641,uubar,e1004,5000,42.38641834259033,39.4599004895367,126.7109125459101,12.378901212941855,521.0625,11180,5000
642,ccbar,e1004,5000,57.378764152526855,29.81773062344487,167.68546416703612,13.767661932157353,702.01171875,12034,5000
643,charged,e1004,5000,76.71579456329346,27.12155206173035,184.35523116891272,16.437002435093746,744.921875,10494,5000
644,mixed,e1004,5000,77.11769390106201,23.981520580531516,208.49386856891215,18.45175106707029,703.2265625,10739,5000
645,taupair,e1004,5000,25.037714958190918,54.30155660119315,92.0783917249646,8.538234506966546,458.328125,7206,5000
646,uubar,e1004,5000,42.21614456176758,31.836546237308752,157.05221171700396,11.309506407007575,462.46484375,10904,5000
647,ccbar,e1004,5000,57.32780647277832,44.63012272835332,112.03195721493103,9.256787644000724,593.734375,12031,5000
648,charged,e1004,5000,76.43703365325928,34.339345816118495,145.60556938895024,11.130534232128412,621.71875,10611,5000
649,mixed,e1004,5000,76.99590301513672,44.15490411277671,113.23770485899877,8.42174295699806,658.69921875,10721,5000
650,taupair,e1004,5000,24.970885276794434,104.9298191096978,47.65089697498479,3.753404112998396,476.14453125,7317,5000
651,uubar,e1004,5000,42.906880378723145,71.57256441928689,69.85917076701298,5.202409213001374,592.80859375,11003,5000
652,ccbar,e1004,5000,57.328036308288574,57.84968948134139,86.43088743998669,6.8949795170046855,727.4375,12183,5000
653,charged,e1004,5000,76.50655174255371,24.67234670954167,202.65603669011034,18.77705767704174,676.2109375,10462,5000
654,mixed,e1004,5000,77.07828903198242,33.73288087838042,148.22333194804378,11.067474221112207,607.90234375,10593,5000
655,taupair,e1004,5000,25.006930351257324,57.06174123589824,87.62438530099462,6.091352316987468,465.6328125,7284,5000
656,uubar,e1004,5000,42.1399450302124,40.287368616244386,124.10837867390364,9.926540342858061,541.5078125,11001,5000
657,ccbar,e1004,5000,57.538371086120605,44.92517898547169,111.29616203904152,8.60197913297452,602.80078125,12114,5000
658,charged,e1004,5000,76.39696502685547,23.895978777538996,209.24022600403987,17.916485199006274,647.87109375,10511,5000
659,mixed,e1004,5000,77.11158561706543,24.80969737125051,201.53409875099896,15.594571791996714,631.45703125,10490,5000
660,taupair,e1004,5000,25.0277681350708,51.90055946347829,96.33807519008406,9.625592636177316,455.33203125,7329,5000
661,uubar,e1004,5000,42.39163017272949,46.05809989837052,108.55853825999657,8.222231241001282,619.18359375,11146,5000
662,ccbar,e1004,5000,57.44223976135254,34.47850331925526,145.01789575093426,16.53357592294924,697.84375,11954,5000
663,charged,e1004,5000,76.79997062683105,27.306041888357797,183.10965831088834,17.38030569604598,649.796875,10599,5000
664,mixed,e1004,5000,77.09385013580322,26.054738675386872,191.9036710478831,19.091770719038323,606.8359375,10425,5000
665,taupair,e1004,5000,25.10184097290039,84.63467061073658,59.077443840913475,4.140590852126479,454.78515625,7312,5000
666,uubar,e1004,5000,42.40345478057861,55.32463545174911,90.37565198889934,7.39881474012509,490.07421875,11093,5000
667,ccbar,e1004,5000,57.50401782989502,31.0937631730509,160.80395197495818,14.0729194059968,657.0703125,11991,5000
668,charged,e1004,5000,76.51700019836426,35.18184829878897,142.1187413900625,11.217164823086932,617.71484375,10645,5000
669,mixed,e1004,5000,77.01417064666748,35.14840532404655,142.2539644089993,11.170464509865269,616.8359375,10605,5000
670,taupair,e1004,5000,24.973840713500977,77.10016226136904,64.85070657893084,4.679364415118471,447.765625,7326,5000
671,uubar,e1004,5000,42.515536308288574,58.02106577408905,86.17559731611982,6.658053358783945,513.94140625,11055,5000
672,ccbar,e1004,5000,57.31976318359375,45.193871452613735,110.63446965906769,8.767746721860021,621.71875,11771,5000
673,charged,e1004,5000,76.73670959472656,24.193034564346753,206.67105594799978,15.138676016000318,660.97265625,10560,5000
674,mixed,e1004,5000,77.11834526062012,24.2317392228837,206.34094622800148,15.318240304999563,644.9921875,10750,5000
675,taupair,e1004,5000,24.924264907836914,53.46645966806984,93.5165715299081,7.389459177153185,476.57421875,7116,5000
676,uubar,e1004,5000,42.53439903259277,29.13109962441439,171.63787376599976,11.87791679500151,552.78125,11202,5000
677,ccbar,e1004,5000,57.50658321380615,22.916090267290382,218.18730602300093,15.736818188999678,611.7734375,12041,5000
678,charged,e1004,5000,76.37041664123535,28.160133377450975,177.55597720299556,14.517182224997669,689.2421875,10538,5000
679,mixed,e1004,5000,76.97734832763672,34.28347895362682,145.84284187620506,10.392873110016808,806.76171875,10663,5000
680,taupair,e1004,5000,24.90409278869629,80.56230089526579,62.06376859196462,4.586289020022377,434.10546875,7338,5000
681,uubar,e1004,5000,42.87602424621582,58.53703202019544,85.41601491300389,6.335460091941059,534.953125,11148,5000
682,ccbar,e1004,5000,57.42080116271973,44.773503931505374,111.67318974295631,9.446152355056256,624.92578125,12129,5000
683,charged,e1004,5000,76.71964168548584,22.46599342138149,222.5585980649921,19.928474360029213,744.89453125,10608,5000
684,mixed,e1004,5000,77.28473472595215,17.47516153726817,286.1203880339999,18.44936607800082,651.26171875,10525,5000
685,taupair,e1004,5000,25.123948097229004,43.20659438487125,115.723075868038,8.142422427015845,481.18359375,7338,5000
686,uubar,e1004,5000,42.59016132354736,28.758171445402976,173.86362723000093,12.581721877999371,535.76953125,11071,5000
687,ccbar,e1004,5000,57.557419776916504,42.71993554985701,117.04137507802807,9.538346026092768,596.1171875,12025,5000
688,charged,e1004,5000,76.693359375,22.961238204494315,217.75829140700807,14.66716370198992,637.62109375,10651,5000
689,mixed,e1004,5000,76.90809154510498,24.226264993021964,206.38757156500105,14.621060723000483,638.1875,10513,5000
690,taupair,e1004,5000,24.982620239257812,56.62636841833748,88.29808690999926,5.856730171999516,475.4921875,7171,5000
691,uubar,e1004,5000,42.6359748840332,20.289834103620215,246.4288261039983,15.892167807000078,535.36328125,10982,5000
692,ccbar,e1004,5000,57.30588150024414,31.677631289089884,157.84008451800037,11.716902680998828,634.53515625,11940,5000
693,charged,e1004,5000,76.49311351776123,23.15428834350765,215.94271980300255,14.590013782988535,676.55859375,10598,5000
694,mixed,e1004,5000,76.97375869750977,12.526753962601735,399.1457016659988,25.032569691999015,618.30078125,10366,5000
695,taupair,e1004,5000,25.121437072753906,59.07454771642147,84.63881981799932,5.713575833000505,482.41796875,7263,5000
696,uubar,e1004,5000,42.67456817626953,56.12847053029978,89.0813512778841,6.782814905047417,500.16015625,10956,5000
697,ccbar,e1004,5000,57.20997142791748,29.056030557930995,172.08131682100066,11.868880145993899,612.37890625,12091,5000
698,charged,e1004,5000,76.83879089355469,12.68680968593747,394.11011308399975,25.765582596000968,635.4765625,10434,5000
699,mixed,e1004,5000,77.47200679779053,24.79014306078974,201.6930675929998,15.64863743999922,731.84765625,10624,5000
700,taupair,e1004,5000,25.03270721435547,56.14339167514973,89.05767626099987,5.726647655999841,495.9375,7391,5000
701,uubar,e1004,5000,42.1915397644043,21.264128838307514,235.13777771099922,15.470064850000199,539.18359375,10980,5000
702,ccbar,e1004,5000,57.67245388031006,28.724767508612086,174.0658126650087,11.55182009699638,568.31640625,12215,5000
703,charged,e1004,5000,76.74728870391846,24.914759920436296,200.68425367000054,15.574801444001423,639.10546875,10417,5000
704,mixed,e1004,5000,76.80382442474365,24.497855076303217,204.0995011369996,14.716876534999756,662.06640625,10746,5000
705,taupair,e1004,5000,25.092744827270508,30.886232535782085,161.88442517899966,10.198376765998546,488.86328125,7336,5000
706,uubar,e1004,5000,42.34572982788086,35.35213870137844,141.4341588279931,8.919434693001676,524.87109375,11063,5000
707,ccbar,e1004,5000,57.290846824645996,32.11966964157564,155.66785262099984,12.006668026000625,670.24609375,11889,5000
708,charged,e1004,5000,76.41224193572998,24.361389247459332,205.24281062999944,14.516789702998722,661.6796875,10730,5000
709,mixed,e1004,5000,76.7828016281128,12.628416070425944,395.9324726169998,26.978803770000013,639.5078125,10571,5000
710,taupair,e1004,5000,25.02712917327881,49.069047156183736,101.8972303269984,5.82142814398685,485.26171875,7261,5000
711,uubar,e1004,5000,42.33446025848389,43.65203699989919,114.54219192592427,9.412296051159501,530.8359375,11218,5000
712,ccbar,e1004,5000,57.29148483276367,45.79400785679808,109.18459060485475,8.900223223958164,591.02734375,12122,5000
713,charged,e1004,5000,76.46988773345947,23.981770588693788,208.4916950359475,19.46340684592724,665.21484375,10365,5000
714,mixed,e1004,5000,77.07852554321289,17.846852140450732,280.1614514790126,20.506631418014877,718.28515625,10598,5000
715,taupair,e1004,5000,24.9326114654541,79.6222143318887,62.79654543590732,4.564797751838341,441.59765625,7185,5000
716,uubar,e1004,5000,42.50053310394287,34.74701624181624,143.89724761410616,10.958352726185694,574.94921875,10963,5000
717,ccbar,e1004,5000,57.503458976745605,42.48451999325463,117.68992566689849,9.582083825021982,650.8671875,12098,5000
718,charged,e1004,5000,76.56533145904541,19.945720638701452,250.68033843301237,17.38936074101366,559.75390625,10735,5000
719,mixed,e1004,5000,77.21748542785645,26.26626888068753,190.35821275995113,13.30507266591303,553.90234375,10501,5000
720,taupair,e1004,5000,24.995880126953125,77.90412355454204,64.18145499704406,4.65143038588576,444.1015625,7184,5000
721,uubar,e1004,5000,42.73291301727295,51.50723521593334,97.0737407868728,8.362759907031432,501.8828125,11246,5000
722,ccbar,e1004,5000,57.38175106048584,32.30734773407895,154.76355537306517,14.240060013020411,636.70703125,11949,5000
723,charged,e1004,5000,76.56609439849854,22.768422658899002,219.60238857590593,19.32763684587553,724.72265625,10629,5000
